All hps: 2023-07-11 23:10:50 model=pt_resnet dataset=mnist attack=square_l2 n_ex=10000 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 8.62%
Initial square side=5 for bumps
1: acc=8.48% acc_corr=98.38% avg#q_ae=1.0 med#q_ae=1.0 s=6->7, n_ex=862, 0s, loss=2.305, max_pert=0.1, impr=273
1772: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=28
1773: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=14
1774: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.570, max_pert=0.1, impr=29
1775: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.569, max_pert=0.1, impr=27
1776: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.569, max_pert=0.1, impr=15
1777: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.569, max_pert=0.1, impr=15
1778: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 66s, loss=1.569, max_pert=0.1, impr=6
1779: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=6
1780: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=28
1781: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=31
1782: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=16
1783: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=18
1784: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=15
1785: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=18
1786: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=15
1787: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=21
1788: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=16
1789: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=22
1790: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=42
1791: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=18
1792: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=27
1793: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.569, max_pert=0.1, impr=6
1794: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=30
1795: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=33
1796: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=32
1797: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=32
1798: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=29
1799: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=12
1800: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=16
1801: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=26
1802: acc=6.54% acc_corr=75.87% avg#q_ae=361.3 med#q_ae=142.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=21
1803: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=43
1804: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=27
1805: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=20
1806: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 67s, loss=1.568, max_pert=0.1, impr=21
1807: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 67s, loss=1.567, max_pert=0.1, impr=37
1808: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=8
1809: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=21
1810: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=14
1811: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=19
1812: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=39
1813: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=29
1814: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=45
1815: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=34
1816: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=27
1817: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=41
1818: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=24
1819: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=22
1820: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=16
1821: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=22
1822: acc=6.53% acc_corr=75.75% avg#q_ae=368.2 med#q_ae=143.0 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=28
1823: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=17
1824: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.567, max_pert=0.1, impr=34
1825: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=31
1826: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=24
1827: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=19
1828: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=26
1829: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=7
1830: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=7
1831: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=33
1832: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=19
1833: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=18
1834: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=17
1835: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 68s, loss=1.566, max_pert=0.1, impr=28
1836: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=11
1837: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=23
1838: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=19
1839: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=18
1840: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=33
1841: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=28
1842: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=3
1843: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=8
1844: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=18
1845: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=20
1846: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=20
1847: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=12
1848: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=11
1849: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=17
1850: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.566, max_pert=0.1, impr=23
1851: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=21
1852: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=19
1853: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=15
1854: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.0, impr=12
1855: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=36
1856: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=26
1857: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=20
1858: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=17
1859: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=24
1860: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=22
1861: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=10
1862: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=24
1863: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=40
1864: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 69s, loss=1.565, max_pert=0.1, impr=14
1865: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=24
1866: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=25
1867: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=18
1868: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=25
1869: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=36
1870: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=21
1871: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=16
1872: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=23
1873: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=11
1874: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=26
1875: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=30
1876: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=52
1877: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=21
1878: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=22
1879: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=17
1880: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=23
1881: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=23
1882: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=20
1883: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=29
1884: acc=6.52% acc_corr=75.64% avg#q_ae=375.1 med#q_ae=144.5 s=6->3, n_ex=862, 70s, loss=1.564, max_pert=0.1, impr=24
1885: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 70s, loss=1.563, max_pert=0.1, impr=16
1886: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 70s, loss=1.563, max_pert=0.1, impr=1
1887: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 70s, loss=1.563, max_pert=0.1, impr=18
1888: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 70s, loss=1.563, max_pert=0.1, impr=15
1889: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 70s, loss=1.563, max_pert=0.1, impr=27
1890: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 70s, loss=1.563, max_pert=0.1, impr=44
1891: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 70s, loss=1.563, max_pert=0.1, impr=13
1892: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 70s, loss=1.563, max_pert=0.1, impr=39
1893: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=27
1894: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=22
1895: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=16
1896: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=19
1897: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=12
1898: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=20
1899: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=15
1900: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=9
1901: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=18
1902: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=17
1903: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.563, max_pert=0.1, impr=16
1904: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=27
1905: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=18
1906: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=19
1907: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=14
1908: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=17
1909: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=35
1910: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=21
1911: acc=6.51% acc_corr=75.52% avg#q_ae=382.3 med#q_ae=146.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=25
1912: acc=6.50% acc_corr=75.41% avg#q_ae=389.5 med#q_ae=154.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=15
1913: acc=6.50% acc_corr=75.41% avg#q_ae=389.5 med#q_ae=154.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=12
1914: acc=6.50% acc_corr=75.41% avg#q_ae=389.5 med#q_ae=154.0 s=6->3, n_ex=862, 71s, loss=1.562, max_pert=0.1, impr=5
1915: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 71s, loss=1.560, max_pert=0.1, impr=91
1916: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 71s, loss=1.560, max_pert=0.1, impr=24
1917: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 71s, loss=1.560, max_pert=0.1, impr=49
1918: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 71s, loss=1.560, max_pert=0.1, impr=37
1919: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 71s, loss=1.560, max_pert=0.1, impr=14
1920: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 71s, loss=1.560, max_pert=0.1, impr=37
1921: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 71s, loss=1.560, max_pert=0.1, impr=31
1922: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.560, max_pert=0.1, impr=34
1923: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.560, max_pert=0.1, impr=36
1924: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.560, max_pert=0.1, impr=36
1925: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.560, max_pert=0.1, impr=6
1926: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.560, max_pert=0.1, impr=24
1927: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.560, max_pert=0.1, impr=33
1928: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.560, max_pert=0.1, impr=7
1929: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=42
1930: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=44
1931: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=43
1932: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=24
1933: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=24
1934: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=32
1935: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=17
1936: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=15
1937: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=30
1938: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=25
1939: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=42
1940: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=13
1941: acc=6.49% acc_corr=75.29% avg#q_ae=396.7 med#q_ae=162.0 s=6->3, n_ex=862, 72s, loss=1.559, max_pert=0.1, impr=23
