All hps: 2023-07-11 23:21:39 model=pt_resnet dataset=mnist attack=square_l2 n_ex=100 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 9.00%
Initial square side=5 for bumps
1: acc=9.00% acc_corr=100.00% avg#q_ae=nan med#q_ae=nan s=6->7, n_ex=9, 0s, loss=2.409, max_pert=0.0, impr=3
672: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.981, max_pert=0.0, impr=0
673: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.981, max_pert=0.1, impr=0
674: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.981, max_pert=0.0, impr=1
675: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.980, max_pert=0.0, impr=2
676: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.980, max_pert=0.1, impr=0
677: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.980, max_pert=0.1, impr=1
678: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.980, max_pert=0.0, impr=0
679: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.979, max_pert=0.0, impr=1
680: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.979, max_pert=0.0, impr=1
681: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.979, max_pert=0.1, impr=0
682: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.979, max_pert=0.0, impr=0
683: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.979, max_pert=0.1, impr=1
684: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.979, max_pert=0.0, impr=1
685: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.979, max_pert=0.0, impr=0
686: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.979, max_pert=0.0, impr=0
687: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.978, max_pert=0.1, impr=3
688: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.978, max_pert=0.0, impr=2
689: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.978, max_pert=0.0, impr=0
690: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.978, max_pert=0.1, impr=2
691: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.978, max_pert=0.1, impr=2
692: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.978, max_pert=0.0, impr=0
693: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.978, max_pert=0.0, impr=0
694: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.978, max_pert=0.0, impr=1
695: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.0, impr=1
696: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.1, impr=1
697: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.0, impr=1
698: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.1, impr=2
699: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.0, impr=1
700: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.0, impr=0
701: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.0, impr=0
702: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.1, impr=0
703: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.977, max_pert=0.1, impr=0
704: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.0, impr=2
705: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.0, impr=0
706: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.0, impr=0
707: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.0, impr=1
708: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.0, impr=0
709: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.1, impr=0
710: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.0, impr=0
711: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.0, impr=1
712: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.1, impr=2
713: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.976, max_pert=0.1, impr=2
714: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.975, max_pert=0.1, impr=2
715: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.975, max_pert=0.1, impr=0
716: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.975, max_pert=0.0, impr=1
717: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.975, max_pert=0.0, impr=0
718: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=3
719: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=0
720: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.1, impr=1
721: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.1, impr=1
722: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=1
723: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.1, impr=0
724: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=1
725: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=0
726: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=0
727: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.1, impr=0
728: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=0
729: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=2
730: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=0
731: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=0
732: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.974, max_pert=0.0, impr=0
733: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.973, max_pert=0.1, impr=1
734: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.973, max_pert=0.0, impr=1
735: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.973, max_pert=0.0, impr=0
736: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.973, max_pert=0.1, impr=2
737: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.972, max_pert=0.0, impr=2
738: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.972, max_pert=0.0, impr=0
739: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.972, max_pert=0.1, impr=1
740: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.972, max_pert=0.0, impr=0
741: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.971, max_pert=0.0, impr=2
742: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.971, max_pert=0.0, impr=2
743: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.971, max_pert=0.0, impr=1
744: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.971, max_pert=0.0, impr=0
745: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.971, max_pert=0.0, impr=0
746: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.971, max_pert=0.0, impr=0
747: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.971, max_pert=0.0, impr=0
748: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.971, max_pert=0.1, impr=0
749: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.970, max_pert=0.1, impr=2
750: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.970, max_pert=0.0, impr=1
751: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.970, max_pert=0.1, impr=1
752: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.970, max_pert=0.0, impr=1
753: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.970, max_pert=0.0, impr=1
754: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.1, impr=2
755: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.0, impr=1
756: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.0, impr=0
757: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.0, impr=0
758: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.1, impr=0
759: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.1, impr=0
760: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.0, impr=0
761: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.1, impr=0
762: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.1, impr=0
763: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.1, impr=2
764: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.1, impr=0
765: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.1, impr=0
766: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.969, max_pert=0.0, impr=0
767: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.0, impr=1
768: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.1, impr=0
769: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.0, impr=1
770: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.1, impr=1
771: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.0, impr=0
772: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.0, impr=0
773: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.1, impr=1
774: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.0, impr=0
775: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.0, impr=0
776: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.1, impr=0
777: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.1, impr=1
778: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.1, impr=0
779: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.1, impr=1
780: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.968, max_pert=0.1, impr=0
781: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.966, max_pert=0.1, impr=1
782: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.966, max_pert=0.1, impr=2
783: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.966, max_pert=0.1, impr=0
784: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.966, max_pert=0.0, impr=0
785: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.966, max_pert=0.0, impr=0
786: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 4s, loss=1.966, max_pert=0.0, impr=1
787: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.966, max_pert=0.0, impr=0
788: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.966, max_pert=0.1, impr=0
789: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.1, impr=1
790: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.0, impr=0
791: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.1, impr=2
792: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.1, impr=1
793: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.0, impr=0
794: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.0, impr=0
795: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.1, impr=0
796: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.1, impr=0
797: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.0, impr=2
798: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.0, impr=0
799: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.1, impr=0
800: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.965, max_pert=0.0, impr=0
801: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.964, max_pert=0.0, impr=1
802: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.964, max_pert=0.0, impr=0
803: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.964, max_pert=0.0, impr=0
804: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.964, max_pert=0.1, impr=1
805: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.964, max_pert=0.0, impr=0
806: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.964, max_pert=0.1, impr=0
807: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.963, max_pert=0.1, impr=1
808: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.963, max_pert=0.0, impr=0
809: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.963, max_pert=0.0, impr=0
810: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.963, max_pert=0.1, impr=0
811: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.963, max_pert=0.1, impr=0
812: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.963, max_pert=0.0, impr=2
813: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.963, max_pert=0.0, impr=0
814: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.963, max_pert=0.1, impr=1
815: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.962, max_pert=0.1, impr=2
816: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.962, max_pert=0.0, impr=0
817: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.962, max_pert=0.0, impr=0
818: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=2
819: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=1
820: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.0, impr=0
821: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.0, impr=0
822: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.0, impr=0
823: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=1
824: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=0
825: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=1
826: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=2
827: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=1
828: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=0
829: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=0
830: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.1, impr=1
831: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.0, impr=0
832: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.961, max_pert=0.0, impr=0
833: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.960, max_pert=0.0, impr=3
834: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.960, max_pert=0.0, impr=0
835: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.960, max_pert=0.1, impr=1
836: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.960, max_pert=0.1, impr=0
837: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.960, max_pert=0.0, impr=0
838: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.960, max_pert=0.1, impr=2
839: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.960, max_pert=0.1, impr=0
840: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.960, max_pert=0.1, impr=1
841: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.959, max_pert=0.0, impr=2
842: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.959, max_pert=0.1, impr=0
843: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.959, max_pert=0.0, impr=1
